recommendationid,Polarity,Subjectivity,NLTK_Compound,Sentiment_Label
212375780,0.43333333333333335,0.8333333333333334,0.3975,Positive
212374746,0.3,0.35,0.8543,Positive
212374280,-0.16249999999999998,0.25625,-0.3107,Negative
212374279,0.1,0.8,-0.6597,Negative
212370610,0.16874999999999998,0.46875,0.3612,Positive
212367397,-0.2,0.1,-0.3382,Negative
212366700,0.2333333333333333,0.4166666666666667,0.7184,Positive
212348445,0.03714285714285713,0.7657142857142858,0.4299,Positive
212343683,-0.2,0.7,-0.4767,Negative
212325671,0.30500000000000005,0.38,0.9037,Positive
212324180,0.15,0.1,0.5106,Positive
212305221,0.060119047619047634,0.6598214285714286,0.9433,Positive
212296982,0.040699855699855694,0.45791486291486294,0.9656,Positive
212275721,0.0,0.0,0.0,Neutral
212244580,-0.04,0.4176923076923077,-0.25,Negative
212243796,0.08333333333333333,0.39333333333333337,0.8397,Positive
212239746,-0.4,0.4,0.0,Neutral
212229240,-0.4,0.4,0.0,Neutral
212224399,-0.6999999999999998,0.6666666666666666,-0.7722,Negative
212223314,0.14999999999999997,0.5,0.4404,Positive
212221737,-0.1416666666666667,0.6,-0.296,Negative
212218798,0.475,0.8,0.8225,Positive
212213822,-0.0012820512820512775,0.3948717948717949,0.9716,Positive
212208476,0.047348484848484834,0.5828463203463203,0.9825,Positive
212206303,0.046590909090909086,0.5823863636363636,0.4019,Positive
212202614,0.375,0.39999999999999997,0.7592,Positive
212202604,0.0,0.0,0.0,Neutral
212197392,0.07291666666666666,0.4354166666666666,0.872,Positive
212195670,0.04982638888888888,0.49166666666666675,0.937,Positive
212187415,0.08843118686868685,0.5235321969696969,0.985,Positive
212181715,0.013636363636363637,0.4320707070707071,0.9872,Positive
212178688,0.425,0.625,0.7906,Positive
212171476,-0.03749999999999998,0.5958333333333333,0.9217,Positive
212127461,0.0,0.0,0.3365,Positive
212117096,0.0,0.0,0.169,Positive
212086263,0.3,0.35,0.2654,Positive
212057971,0.06944444444444442,0.5944444444444444,0.6486,Positive
212049284,0.16428571428571428,0.6,0.8761,Positive
212042465,0.12500000000000003,0.48750000000000004,0.9136,Positive
212042237,0.2533333333333333,0.32666666666666666,0.813,Positive
212032255,-0.10000000000000002,0.5333333333333333,0.4019,Positive
211978620,-0.14000000000000004,0.6399999999999999,0.4939,Positive
211959359,-0.02977272727272728,0.4907575757575757,0.7764,Positive
211890854,-0.2916666666666667,0.5416666666666666,-0.1761,Negative
211868425,0.024999999999999994,0.44999999999999996,0.5859,Positive
211863683,-0.25,0.57,-0.1505,Negative
211849879,0.28125,0.7312500000000001,0.9761,Positive
211843821,-0.08303571428571428,0.4213293650793651,0.3612,Positive
211833761,0.0011356421356421343,0.45085425685425673,0.9971,Positive
211829234,0.00902777777777777,0.44166666666666665,0.8883,Positive
211827447,0.0,0.0,0.0,Neutral
211825963,0.0,0.0,0.0,Neutral
211809952,-0.017187500000000022,0.42500000000000004,0.5399,Positive
211791567,-0.00714285714285715,0.6269841269841271,0.1763,Positive
211791377,-0.04999999999999999,0.5708333333333333,0.0893,Positive
211790601,-0.22424242424242424,0.6484848484848484,0.296,Positive
211780426,0.19999999999999996,0.39999999999999997,0.7351,Positive
211775679,0.18333333333333335,0.7333333333333334,0.7506,Positive
211774504,0.1,0.4,0.0,Neutral
211770456,-0.1111111111111111,0.35648148148148145,0.2933,Positive
211769782,0.5,0.5,0.5945,Positive
211762341,0.0,0.0,0.0,Neutral
211761591,-0.10000000000000002,0.26666666666666666,0.1531,Positive
211760824,0.14727272727272728,0.3709090909090909,0.8698,Positive
211756017,0.225,0.45,0.4404,Positive
211755691,0.056628787878787876,0.541540404040404,0.6402,Positive
211719140,0.0,0.0,0.5423,Positive
211704423,-0.2,0.7,-0.3919,Negative
211704047,-0.021428571428571446,0.6428571428571429,-0.25,Negative
211702503,0.3,0.3,0.7216,Positive
211699156,0.17857142857142858,0.3071428571428571,0.0279,Neutral
211676997,0.19818181818181815,0.4139393939393939,0.9555,Positive
211671532,0.19351851851851853,0.6287037037037037,0.8481,Positive
211662922,0.27452978056426336,0.5428770463253222,0.9976,Positive
211662172,0.010314625850340122,0.4981632653061224,0.9753,Positive
211661058,-0.08575757575757574,0.40227272727272734,0.9198,Positive
211654811,0.020303030303030288,0.3933333333333333,0.9262,Positive
211653150,-0.05227272727272727,0.41818181818181815,0.9551,Positive
211608967,-0.07777777777777778,0.6444444444444445,0.3903,Positive
211604144,0.0004285714285714337,0.4176666666666667,0.9869,Positive
211588494,0.0,0.0,0.0,Neutral
211582290,0.0,0.0,0.0,Neutral
211580839,-0.11944444444444446,0.48055555555555557,0.0,Neutral
211577617,0.05,0.5,0.3612,Positive
211568993,0.1875,0.45000000000000007,0.7269,Positive
211563632,0.0,0.0,0.0,Neutral
211559403,-0.11666666666666668,0.24444444444444446,-0.3612,Negative
211558345,-0.3277777777777778,0.42777777777777776,-0.3802,Negative
211556062,0.26666666666666666,0.43333333333333335,0.765,Positive
211546034,-0.05000000000000001,0.4142857142857142,0.9005,Positive
211543252,-0.4,0.4,0.34,Positive
211540938,0.26666666666666666,0.5333333333333333,0.7964,Positive
211540891,0.037500000000000006,0.8625,0.3071,Positive
211536045,-0.06666666666666667,0.3666666666666667,0.1513,Positive
211516153,0.2333333333333333,0.7999999999999999,0.7027,Positive
211515449,0.00971055088702147,0.43820611577964524,0.9781,Positive
211509652,-0.026388888888888896,0.5125,0.0567,Positive
211500914,0.09999999999999998,0.4979166666666667,0.7129,Positive
211488694,0.08727272727272727,0.4409090909090909,0.8126,Positive
212663585,0.23333333333333334,0.5599999999999999,0.0,Neutral
212663527,-0.30000000000000004,0.2,-0.6705,Negative
212662051,0.0,0.0,0.0,Neutral
212658673,-0.0500882549989693,0.5243845770631483,0.938,Positive
212654358,0.0,0.0,-0.8221,Negative
212652735,0.07499999999999998,0.44999999999999996,-0.4854,Negative
212652185,-0.4,0.4,0.5994,Positive
212652002,0.1552685950413223,0.5072314049586777,0.9012,Positive
212651095,-0.005555555555555559,0.19444444444444445,0.3612,Positive
212651026,0.07301587301587302,0.39841269841269844,-0.25,Negative
212646480,0.0,0.0,0.0,Neutral
212645851,-0.4,0.4,0.0,Neutral
212643800,-0.01666666666666669,0.2916666666666667,-0.9287,Negative
212639778,-0.1,0.2,-0.9325,Negative
212638889,0.09149305555555558,0.688888888888889,0.6093,Positive
212638527,0.16666666666666666,0.5333333333333333,0.5563,Positive
212636117,-0.2333333333333333,0.75,-0.8934,Negative
212633096,-0.7,0.7,-0.5256,Negative
212632659,0.12083333333333333,0.5416666666666667,-0.582,Negative
212630984,0.2,0.7,0.0772,Positive
212630258,-0.2,0.0,-0.5423,Negative
212628554,0.06718749999999998,0.5505208333333333,0.9237,Positive
212624739,-0.4,0.4,-0.4019,Negative
212618034,0.032948179271708684,0.4075980392156864,0.5301,Positive
212616005,-0.1333333333333333,0.6229166666666666,-0.8626,Negative
212614295,0.22886904761904764,0.4608630952380952,0.7506,Positive
212613186,-0.4,0.4,0.3612,Positive
212612871,0.0,0.0,-0.8506,Negative
212612088,0.4714285714285714,0.6342857142857141,0.8922,Positive
212611761,0.14947916666666666,0.3489583333333333,-0.7404,Negative
212611499,-0.010714285714285704,0.35714285714285715,0.0,Neutral
212607044,-0.08,0.38,-0.4215,Negative
212606659,0.1644155844155844,0.5380519480519481,0.7096,Positive
212605488,-0.21666666666666665,0.5166666666666667,-0.961,Negative
212602940,-0.05829725829725829,0.2531024531024531,-0.9795,Negative
212593808,0.47727272727272735,0.6209090909090909,0.9017,Positive
212591624,-0.11000000000000001,0.36,0.3253,Positive
212591022,0.03749999999999998,0.5,0.6486,Positive
212588040,-0.025000000000000022,0.47500000000000003,0.2023,Positive
212586709,-0.34,0.5,0.1567,Positive
212586348,0.2533333333333333,0.6466666666666666,0.6369,Positive
212586043,-0.2,0.2625,0.0,Neutral
212583754,0.35,0.55,0.34,Positive
212583469,0.7,0.6000000000000001,0.5777,Positive
212581497,-0.225,0.4,0.0,Neutral
212580884,0.0,0.0,0.0,Neutral
212578068,0.09999999999999999,0.44999999999999996,0.8914,Positive
212577770,0.0,0.0,0.0,Neutral
212570520,-0.2,0.2,0.0,Neutral
212570446,-0.01428571428571429,0.5738095238095239,0.8607,Positive
212568749,0.07094155844155846,0.5888528138528139,0.765,Positive
212568699,0.0,0.375,0.0,Neutral
212568514,0.2,0.575,0.7783,Positive
212568492,0.0328125,0.43697916666666675,-0.8734,Negative
212568388,-0.0925645342312009,0.4369248035914703,0.2226,Positive
212565871,-0.2878787878787879,0.48484848484848486,-0.8832,Negative
212565213,0.125,0.34523809523809523,0.34,Positive
212563256,0.075,0.45,-0.6814,Negative
212561439,0.09999999999999998,0.7,-0.4019,Negative
212553442,-0.052098997493734346,0.43395989974937355,0.7572,Positive
212552107,-0.08159722222222224,0.6136284722222223,-0.5927,Negative
212533097,0.18589643689643692,0.5215677655677656,0.9941,Positive
212526721,-0.13663194444444443,0.4128472222222222,0.2399,Positive
212526082,-0.2,0.325,0.0,Neutral
212525573,0.14,0.4225,0.7902,Positive
212521603,0.10000000000000003,0.65,0.8316,Positive
212521354,-0.08854166666666666,0.5437500000000001,-0.1169,Negative
212519777,-0.18090659340659343,0.6642857142857141,-0.0881,Negative
212517313,0.14999999999999997,0.5,0.2382,Positive
212516778,0.0,0.0,0.3182,Positive
212516684,-0.03202020202020202,0.4680808080808081,0.8626,Positive
212516551,0.0,0.0,0.0,Neutral
212514640,0.07904040404040404,0.5985209235209236,-0.7079,Negative
212513219,0.06791666666666667,0.53,-0.9361,Negative
212510175,-0.022222222222222237,0.5,0.9207,Positive
212509059,0.35,0.65,0.294,Positive
212508039,0.26199999999999996,0.656,0.7645,Positive
212507672,-0.015277777777777772,0.3897569444444445,0.9324,Positive
212505279,0.1175,0.5125,0.6527,Positive
212503831,0.03400297619047618,0.48816964285714287,-0.5971,Negative
212503084,-0.4,0.4,0.0,Neutral
212500884,-0.5,0.6000000000000001,0.0,Neutral
212488608,0.0,0.0,0.0,Neutral
212488469,0.19999999999999998,0.375,0.5574,Positive
212487283,-0.12653061224489795,0.4505102040816327,-0.8996,Negative
212485353,0.07142857142857144,0.4142857142857143,0.9609,Positive
212485274,0.04359090909090909,0.5647474747474749,-0.7476,Negative
212485221,0.3,0.5333333333333333,0.8126,Positive
212482199,0.060399449035812666,0.4993112947658402,0.6979,Positive
212481369,0.17325757575757578,0.5403030303030304,0.9154,Positive
212477926,-0.061666666666666675,0.3658333333333333,-0.2037,Negative
212474285,-0.05464876033057852,0.48677685950413224,-0.7845,Negative
212473184,-0.05,0.4,-0.4939,Negative
212464792,-0.138125,0.47093750000000006,-0.7914,Negative
212464091,0.225,0.6625,0.8935,Positive
212458128,0.0,0.0,-0.1531,Negative
212456574,0.1481481481481481,0.6712962962962963,0.7003,Positive
212454344,0.27499999999999997,0.6166666666666667,0.4203,Positive
212454302,0.0,0.6166666666666666,-0.2846,Negative
212453733,-0.16666666666666666,0.43333333333333335,0.8096,Positive
212453717,0.29166666666666663,0.5,0.8126,Positive
212453420,-0.09630325814536342,0.3973057644110276,-0.8714,Negative
212452525,-0.05833333333333334,0.39444444444444443,-0.8281,Negative
212451895,-0.08916666666666666,0.48166666666666663,0.3895,Positive
212450878,0.03531529581529583,0.48041341991342,0.9122,Positive
212449275,0.05,0.5125,-0.9332,Negative
212449067,0.3057142857142857,0.38285714285714284,0.7964,Positive
212448759,0.25,0.4,0.4574,Positive
212445374,0.22499999999999998,0.55,-0.7782,Negative
212443741,0.8,0.7,0.4215,Positive
212438432,0.0,0.0,0.0,Neutral
212434880,0.3,0.5499999999999999,0.7906,Positive
212432337,0.030808080808080802,0.41010101010101013,0.1563,Positive
212432138,0.03360215053763443,0.4370967741935484,-0.9768,Negative
212431185,0.07499999999999998,0.58,0.4404,Positive
212430499,0.2071969696969697,0.3522727272727273,0.7956,Positive
212428404,0.2991666666666667,0.29666666666666663,0.3795,Positive
212426675,0.33714285714285713,0.5371428571428571,0.9287,Positive
212421107,0.09193650793650793,0.5783809523809523,0.5874,Positive
212415447,0.0,0.75,0.0,Neutral
212414275,0.36000000000000004,0.5333333333333333,0.7501,Positive
212412011,-0.5916666666666667,0.775,-0.9726,Negative
212411696,0.04999999999999999,0.5,0.7602,Positive
212407670,0.396875,0.5,0.6732,Positive
212405125,0.3333333333333333,0.5,0.0,Neutral
212405078,-0.17223748473748476,0.4456807081807082,-0.8449,Negative
212403321,-0.46666666666666673,0.4666666666666666,-0.5374,Negative
212399822,-0.16904761904761903,0.4714285714285714,0.0387,Neutral
212399816,0.02500000000000001,0.38749999999999996,-0.802,Negative
212398361,-0.26666666666666666,0.4000000000000001,-0.3182,Negative
212394287,-0.1378787878787879,0.3181818181818182,-0.9075,Negative
212393287,0.5,0.6,0.7783,Positive
212392507,0.4166666666666667,0.5857142857142857,0.8693,Positive
212390023,0.0,0.0,0.6808,Positive
212389215,0.0,0.45,0.8074,Positive
212388577,-0.7,0.7,-0.6597,Negative
212386862,-0.15576923076923077,0.5019230769230769,0.9195,Positive
212384224,0.0,0.0,-0.6776,Negative
212383435,0.0,0.0,-0.5423,Negative
212382929,0.39999999999999997,0.5333333333333333,0.7964,Positive
212382300,-0.025000000000000005,0.6666666666666666,-0.9348,Negative
212381485,0.30000000000000004,0.55,0.8885,Positive
212380610,0.09861111111111111,0.6222222222222222,0.7579,Positive
212378414,0.0,0.0,-0.5106,Negative
212378216,0.1411706349206349,0.6569113756613757,-0.9111,Negative
212377252,0.0,0.45,-0.1779,Negative
212377174,-0.06666666666666668,0.42833333333333334,0.3804,Positive
212376155,-0.4,0.4,0.0572,Positive
212375696,-0.15,0.7,-0.8567,Negative
212373396,0.5,0.5,0.0,Neutral
212372743,0.2,0.2,0.4201,Positive
212372245,0.0989789196310935,0.5432971014492753,0.9979,Positive
212369856,0.3666666666666667,0.48333333333333334,0.9311,Positive
212369586,-0.45,0.7,-0.7783,Negative
212367125,0.059999999999999984,0.64,-0.7142,Negative
212366184,-0.049999999999999996,0.5731481481481482,-0.743,Negative
212365732,0.34,0.62,0.9118,Positive
212365231,0.0,0.0,0.0,Neutral
212364316,-0.0039473684210526265,0.4432017543859649,-0.9716,Negative
212364235,0.425,0.76,0.9098,Positive
212363494,0.42083333333333334,0.5916666666666667,0.0516,Positive
212361473,0.05,0.75,0.0556,Positive
212360919,-0.07604166666666666,0.47083333333333327,0.6784,Positive
212359773,0.08333333333333333,0.43333333333333335,0.4927,Positive
212357975,0.31666666666666665,0.5666666666666667,-0.2732,Negative
212357249,-0.13846153846153847,0.5346153846153846,-0.8957,Negative
212353725,-0.17142857142857146,0.6857142857142857,-0.8378,Negative
212351554,0.5,0.3,0.8431,Positive
212346113,-0.181578947368421,0.4403508771929825,0.3439,Positive
212345523,0.16666666666666666,0.4666666666666666,0.7003,Positive
212337244,0.0,0.0,-0.6705,Negative
212332509,0.337890625,0.44999999999999996,0.9439,Positive
212328326,-0.3028571428571428,0.5314285714285714,-0.1531,Negative
212317773,0.475,0.4666666666666667,0.4404,Positive
212313925,0.45,0.2625,0.9201,Positive
212313723,0.22916666666666669,0.2833333333333333,0.0,Neutral
212305754,0.9099999999999999,0.7800000000000001,0.4927,Positive
212304556,-0.011111111111111127,0.5,0.4404,Positive
212300389,0.4,0.875,0.6249,Positive
212297277,0.0,0.0,0.0,Neutral
212291995,0.0,0.0,0.0,Neutral
212284903,0.2476190476190476,0.5107142857142857,0.8074,Positive
212283977,0.19999999999999998,0.6333333333333333,0.8439,Positive
212276579,0.26666666666666666,0.5333333333333333,0.4404,Positive
212275245,1.0,0.3,0.7901,Positive
212273106,-0.4,0.4,-0.5574,Negative
212270637,-0.05,0.43712121212121213,-0.9277,Negative
212267514,0.0,0.0,0.0,Neutral
212263426,0.26666666666666666,0.5499999999999999,-0.3274,Negative
212262086,0.07797937356760884,0.6177043544690606,0.955,Positive
212243638,-0.01904761904761906,0.5571428571428572,0.4337,Positive
212242583,0.7,0.6000000000000001,0.6597,Positive
212241780,0.14000000000000004,0.56,0.8979,Positive
212240716,-0.08572727272727274,0.43490909090909097,0.9144,Positive
212228823,0.12159090909090908,0.428030303030303,0.9785,Positive
212227603,0.15606060606060604,0.32575757575757575,0.8555,Positive
212224019,-0.008270202020202023,0.4708754208754209,0.8065,Positive
212223895,0.22499999999999998,0.4625,0.8999,Positive
212218550,0.2590909090909091,0.5261363636363636,0.7906,Positive
212218395,0.625,0.275,-0.5216,Negative
212217589,1.0,0.3,0.765,Positive
212217580,0.1635714285714286,0.4435714285714286,0.6726,Positive
212212384,0.0,0.0,0.4019,Positive
212210890,-0.11924242424242423,0.5419696969696971,-0.9572,Negative
212207821,0.05759469696969699,0.4838027597402598,0.6616,Positive
212207031,-0.1,0.72,0.2732,Positive
212206166,0.26269841269841265,0.6361111111111112,0.9646,Positive
212206122,-0.15972222222222218,0.4908730158730159,-0.6369,Negative
212203919,0.1852272727272727,0.5799242424242425,0.6597,Positive
212663476,0.0875,0.43333333333333335,0.0,Neutral
212662458,0.275,0.4875,0.9287,Positive
212662351,0.7166666666666667,0.9166666666666667,0.9312,Positive
212661925,0.062499999999999986,0.4375,0.5106,Positive
212660687,0.0,0.0,0.6249,Positive
212658949,0.2628787878787879,0.39015151515151514,0.9136,Positive
212655761,-0.002831890331890352,0.5875180375180376,0.9947,Positive
212655185,0.1,0.7,0.6249,Positive
212654678,-0.09062500000000001,0.6375,0.6177,Positive
212654009,0.2416666666666666,0.6722222222222222,0.8781,Positive
212653496,-0.05714285714285716,0.46785714285714286,0.0,Neutral
212652097,-0.5599999999999999,0.76,-0.8901,Negative
212650813,0.0,0.0,0.5574,Positive
212650077,0.2,0.2,0.0,Neutral
212649920,0.06666666666666664,0.3666666666666667,0.4404,Positive
212648810,-0.4,0.4,0.3612,Positive
212647784,0.25,0.5,0.4588,Positive
212647497,0.05909090909090908,0.5386363636363637,0.8176,Positive
212643604,0.0,0.0,0.0,Neutral
212642619,0.13333333333333333,0.5499999999999999,0.9062,Positive
212642026,0.45,0.5625,0.7003,Positive
212641019,-0.16588541666666667,0.4000000000000001,-0.9505,Negative
212640025,0.7500000000000001,0.9,0.9228,Positive
212637152,0.14249999999999996,0.5900000000000001,0.5827,Positive
212634874,1.0,0.3,0.6369,Positive
212634491,-0.10885416666666667,0.3770833333333334,-0.9845,Negative
212634394,-0.020833333333333332,0.44777777777777783,0.9752,Positive
212634141,0.875,0.6000000000000001,0.8805,Positive
212632285,0.15000000000000002,0.6000000000000001,0.9296,Positive
212629698,0.0,0.0,0.0,Neutral
212629488,0.019999999999999983,0.36,0.4767,Positive
212629298,0.4166666666666667,0.5833333333333334,0.0,Neutral
212628855,0.0,0.0,0.0,Neutral
212625762,0.5625,0.6499999999999999,0.8011,Positive
212625390,0.5,0.5,0.0,Neutral
212623959,-0.4,0.4,0.0,Neutral
212623018,0.10694444444444445,0.36203703703703705,0.9323,Positive
212622010,0.225,0.45,0.3551,Positive
212617231,0.0,0.0,0.0,Neutral
212614369,-1.0,1.0,0.4404,Positive
212612411,0.35,0.5,0.8186,Positive
212611644,0.7500000000000001,0.9,0.7027,Positive
212608390,0.048333333333333325,0.53,0.7823,Positive
212606204,0.7,0.6000000000000001,0.4404,Positive
212605534,0.2,0.2,-0.4449,Negative
212600346,1.0,0.3,0.6369,Positive
212597522,0.2923076923076923,0.6000000000000001,0.9831,Positive
212592346,0.19,0.6333333333333333,0.8074,Positive
212592083,0.42500000000000004,0.6166666666666667,0.836,Positive
212591582,0.03333333333333332,0.40833333333333327,0.6908,Positive
212590238,0.2222222222222222,0.4722222222222222,0.9159,Positive
212589626,0.0,0.0,0.0,Neutral
212586945,0.1666666666666667,0.5888888888888889,-0.1531,Negative
212586643,0.15333333333333332,0.5133333333333333,0.7172,Positive
212585467,-0.2,0.58,-0.802,Negative
212583607,0.4,0.675,0.8884,Positive
212583009,-0.0875,0.4,-0.6705,Negative
212582584,0.06941391941391947,0.6479853479853478,0.9761,Positive
212581379,0.04464285714285713,0.5130952380952382,0.9466,Positive
212580356,-0.4,0.4,0.4215,Positive
212576861,0.06428571428571428,0.37857142857142856,0.9403,Positive
212576621,0.65,0.625,0.8434,Positive
212573652,0.04947751322751321,0.45603835978835977,0.3193,Positive
212571611,0.04453869047619048,0.41505952380952377,-0.9777,Negative
212570731,-0.1375,0.21250000000000002,-0.4199,Negative
212566578,0.30000000000000004,0.575,0.7351,Positive
212566328,-0.4000000000000001,0.4000000000000001,0.5994,Positive
212565099,0.03749999999999999,0.5375,0.4019,Positive
212564230,0.050000000000000044,0.65,0.8313,Positive
212563936,0.06921296296296296,0.5752314814814815,0.9219,Positive
212563608,1.0,0.3,0.6369,Positive
212563449,0.5,0.5,-0.1779,Negative
212562102,0.6666666666666666,0.3666666666666667,0.9022,Positive
212561271,0.0,0.0,0.25,Positive
212560260,0.12,0.63,0.5413,Positive
212559879,0.14999999999999997,0.5,0.7351,Positive
212557892,0.35,0.44999999999999996,0.9476,Positive
212557622,0.0,0.0,0.0,Neutral
212556186,0.178125,0.63125,0.984,Positive
212555537,-0.033333333333333354,0.7,0.6249,Positive
212554086,-0.4,0.4,0.0,Neutral
212552753,0.10000000000000003,0.65,0.5859,Positive
212551603,-0.4,0.4,0.0,Neutral
212550824,0.5633333333333332,0.7466666666666667,0.9858,Positive
212541956,1.0,0.75,0.6588,Positive
212538720,0.33333333333333337,0.4833333333333333,-0.626,Negative
212536524,0.39999999999999997,0.48333333333333334,0.6369,Positive
212536482,0.15,0.52,0.6369,Positive
212535735,0.09745786128764855,0.48879064198213146,0.9863,Positive
212529754,0.125,0.65,0.8104,Positive
212524962,0.5428571428571428,0.6214285714285713,0.9786,Positive
212524736,0.3333333333333333,0.5,0.0,Neutral
212522517,0.5388888888888889,0.5944444444444444,0.6808,Positive
212522472,0.04999999999999999,0.7,0.4588,Positive
212522306,-0.12000000000000001,0.47000000000000003,0.4747,Positive
212521919,0.9,0.875,0.8316,Positive
212521859,0.5,0.2333333333333333,0.872,Positive
212518365,-0.23281249999999998,0.5333333333333333,0.8459,Positive
212517801,-0.45,0.6333333333333333,0.5106,Positive
212516321,0.25,0.25,0.7624,Positive
212514800,0.0,0.0,0.0,Neutral
212513145,-0.15,0.6,-0.5216,Negative
212513054,0.23333333333333336,0.6,0.6808,Positive
212513043,0.4333333333333333,0.5333333333333333,0.8074,Positive
212512991,0.25,0.5499999999999999,0.6096,Positive
212509751,-0.4,0.4,-0.3724,Negative
212509323,0.08472222222222221,0.5077777777777778,0.8718,Positive
212509277,0.04254722550177095,0.48468122786304596,0.9904,Positive
212507885,0.1875,0.65,0.7768,Positive
212507324,0.23857142857142857,0.6185714285714285,0.9552,Positive
212507171,0.0,0.0,0.34,Positive
212505473,0.24374999999999997,0.5619047619047619,0.8395,Positive
212504054,-0.13333333333333333,0.6333333333333333,0.0,Neutral
212501758,0.4833333333333334,0.7666666666666667,0.8268,Positive
212501741,1.0,0.3,0.6369,Positive
212501184,0.04611131923631925,0.5026018426018426,0.978,Positive
212500704,0.10571428571428572,0.4692857142857143,0.9203,Positive
212500042,-0.13997933884297523,0.4512052341597796,0.743,Positive
212498846,0.1355263157894737,0.4750000000000001,0.9781,Positive
212498545,0.10000000000000003,0.65,0.624,Positive
212498143,0.225,0.45,0.0,Neutral
212498126,1.0,0.3,0.765,Positive
212496290,0.0,0.0,0.0,Neutral
212492735,0.18988664843927996,0.45881180223285484,0.9702,Positive
212492360,-0.25,0.30000000000000004,-0.2887,Negative
212486311,0.22207792207792207,0.3487012987012986,0.8442,Positive
212477283,0.4481481481481482,0.3962962962962963,0.9594,Positive
212477010,0.0778409090909091,0.5886363636363636,0.7959,Positive
212476031,-0.25,0.42500000000000004,-0.1306,Negative
212476010,0.0,0.0,0.0,Neutral
212475776,-0.4,0.4,0.0,Neutral
212469589,0.14583333333333331,0.46488095238095234,0.7845,Positive
212467870,0.0,0.0,0.0,Neutral
212467565,0.2214285714285714,0.5020408163265306,0.8316,Positive
212465501,0.0,0.30000000000000004,0.7086,Positive
212464634,0.2220703125,0.4666666666666666,0.9626,Positive
212463794,0.39999999999999997,0.43333333333333335,0.9181,Positive
212463721,0.1,0.38765432098765434,0.9734,Positive
212463641,0.25,0.35,0.7644,Positive
212459856,1.0,0.3,0.765,Positive
212458780,0.8,0.2,0.5859,Positive
212458631,0.3673611111111111,0.7402777777777777,0.9798,Positive
212458176,0.0,0.0,0.34,Positive
212457720,0.3666666666666667,0.5333333333333333,0.8932,Positive
212456914,0.275,0.575,0.6369,Positive
212456538,0.6,0.7444444444444445,0.8625,Positive
212456454,0.0,0.0,0.4215,Positive
212455799,-0.10000000000000002,0.4666666666666666,0.8834,Positive
212455156,0.15,0.575,0.8807,Positive
212454805,0.39,0.7500000000000001,0.8979,Positive
212452126,0.25614035087719295,0.4982456140350877,0.9517,Positive
212451440,0.5,1.0,0.5267,Positive
212451279,0.8125,0.4,0.1838,Positive
212450006,0.28750000000000003,0.7125,0.886,Positive
212448808,0.04114532420984034,0.5206337569240796,0.99,Positive
212447962,0.018181818181818174,0.2772727272727273,0.0,Neutral
212447729,1.0,0.3,0.6369,Positive
212446909,-0.019999999999999997,0.74,0.3628,Positive
212446485,1.0,0.3,0.784,Positive
212446193,0.24500000000000002,0.44000000000000006,0.8717,Positive
212446122,-0.01636363636363638,0.5479545454545455,0.8828,Positive
212445817,0.03437499999999999,0.575,0.5983,Positive
212445674,0.21666666666666667,0.5499999999999999,0.2023,Positive
212445661,0.15,0.4375,0.25,Positive
212445481,-0.10008245722531435,0.5421665635951352,0.8289,Positive
212443468,0.04999999999999999,0.5,0.6682,Positive
212442259,0.092,0.508,0.6807,Positive
212441435,-0.014678030303030299,0.49204545454545445,0.875,Positive
212441378,-0.14285714285714282,0.6392857142857142,0.2516,Positive
212440699,0.19999999999999998,0.7999999999999999,0.6666,Positive
212440455,0.0,0.0,0.0,Neutral
212440301,1.0,0.3,0.8442,Positive
212436757,0.09214285714285715,0.39714285714285713,-0.25,Negative
212436327,0.14999999999999997,0.5,0.4404,Positive
212430912,0.3,0.35,0.6369,Positive
212430508,0.0,0.0,0.8373,Positive
212429205,0.2333333333333334,0.7333333333333334,0.8356,Positive
212428254,0.6333333333333333,0.6833333333333332,0.8555,Positive
212427208,-0.15555555555555556,0.2888888888888889,0.0,Neutral
212423580,0.0,0.0,0.0,Neutral
212418082,0.8,1.0,0.875,Positive
212417894,-0.78,1.0,-0.5256,Negative
212417764,-0.06000000000000001,0.6799999999999999,0.745,Positive
212416875,0.65,0.675,0.9014,Positive
212415662,0.3,0.7,0.6369,Positive
212411766,-0.048611111111111126,0.34027777777777773,0.9377,Positive
212406598,0.0712962962962963,0.6462962962962963,-0.6808,Negative
212405519,1.0,1.0,0.7717,Positive
212404694,0.25,0.85,0.5106,Positive
212403331,0.26726010101010095,0.5426262626262627,0.994,Positive
212402821,-0.060606060606060615,0.4757575757575758,-0.1877,Negative
212402029,0.525,0.575,0.8957,Positive
212400634,0.0,0.0,0.0,Neutral
212399499,0.11212121212121214,0.5848484848484848,0.765,Positive
212397865,0.0,0.0,0.1779,Positive
212394527,0.10000000000000002,0.3666666666666667,0.8395,Positive
212392853,0.15833333333333333,0.7166666666666667,0.7712,Positive
212391678,0.12296641530512496,0.5450967043708977,0.9978,Positive
212388585,0.0,0.0,0.34,Positive
212388125,0.3,0.35,0.6369,Positive
212387729,-0.2,0.4,-0.6486,Negative
212387501,0.6357142857142858,0.3714285714285715,0.9926,Positive
212387205,0.05,0.6124999999999999,0.8691,Positive
212386266,0.0,0.0,-0.5994,Negative
212385914,0.7,1.0,0.5106,Positive
212385464,0.09,0.29500000000000004,0.7042,Positive
212384782,-0.1416666666666667,0.5055555555555555,0.7906,Positive
